time;c
3080;1
3082;1
3084;1
3086;1
3088;1
3090;1
3092;1
3094;1
3096;1
3098;1
3100;1
3102;1
3104;1
3106;1
3108;1
3110;1
3112;1
3114;1
3116;1
3118;1
3120;1
3122;1
3124;1
3126;1
3128;1
3130;1
3132;1
3134;1
3136;1
3138;1
3140;1
3142;1
3144;1
3146;1
3148;1
3150;1
3152;1
3154;1
3156;1
3158;1
3160;1
3162;1
3164;1
3166;1
3168;1
3170;1
3172;1
3174;1
3176;1
3178;1
3180;1
3182;1
3184;1
3186;1
3188;1
3190;1
3192;1
3194;1
3196;1
3198;1
3200;1
3202;1
3204;1
3206;1
3208;1
3210;1
3212;1
3214;1
3216;1
3218;1
3220;1
3222;1
3224;1
3226;1
3228;1
3230;1
3232;1
3234;1
3236;1
3238;1
3240;1
3242;1
3244;1
3246;1
3248;1
3250;1
3252;1
3254;1
3256;1
3258;1
3260;1
3262;1
3264;1
3266;1
3268;1
3270;1
3272;1
3274;1
3276;1
3278;1
3280;1
3282;1
3284;1
3286;1
3288;1
3290;1
3292;1
3294;1
3296;1
3298;1
3300;1
3302;1
3304;1
3306;1
3308;1
3310;1
3312;1
3314;1
3316;1
3318;1
3320;1
3322;1
3324;1
3326;1
3328;1
3330;1
3332;1
3334;1
3336;1
3338;1
3340;1
3342;1
3344;1
3346;1
3348;1
3350;1
3352;1
3354;1
3356;1
3358;1
3360;1
3362;1
3364;1
3366;1
3368;1
3370;1
3372;1
3374;1
3376;1
3378;1
3380;1
3382;1
3384;1
3386;1
3388;1
3390;1
3392;1
3394;1
3396;1
3398;1
3400;1
3402;1
3404;1
3406;1
3408;1
3410;1
3412;1
3414;1
3416;1
3418;1
3420;1
3422;1
3424;1
3426;1
3428;1
3430;1
3432;1
3434;1
3436;1
3438;1
3440;1
3442;1
3444;1
3446;1
3448;1
3450;1
3452;1
3454;1
3456;1
3458;1
3460;1
3462;1
3464;1
3466;1
3468;1
3470;1
3472;1
3474;1
3476;1
3478;1
3480;1
3482;1
3484;1
3486;1
3488;1
3490;1
3492;1
3494;1
3496;1
3498;1
3500;1
3502;1
3504;1
3506;1
3508;1
3510;1
3512;1
3514;1
3516;1
3518;1
3520;1
3522;1
3524;1
3526;1
3528;1
3530;1
3532;1
3534;1
3536;1
3538;1
3540;1
3542;1
3544;1
3546;1
3548;1
3550;1
3552;1
3554;1
3556;1
3558;1
3560;1
3562;1
3564;1
3566;1
3568;1
3570;1
3572;1
3574;1
3576;1
3578;1
3580;1
3582;1
3584;1
3586;1
3588;1
3590;1
3592;1
3594;1
3596;1
3598;1
3600;1
3602;1
3604;1
3606;1
3608;1
3610;1
3612;1
3614;1
3616;1
3618;1
3620;1
3622;1
3624;1
3626;1
3628;1
3630;1
3632;1
3634;1
3636;1
3638;1
3640;1
3642;1
3644;1
3646;1
3648;1
3650;1
3652;1
3654;1
3656;1
3658;0.999999999
3660;0.999999999
3662;0.999999999
3664;0.999999999
3666;0.999999999
3668;0.999999999
3670;0.999999999
3672;0.999999999
3674;0.999999999
3676;0.999999999
3678;0.999999999
3680;0.999999999
3682;0.999999999
3684;0.999999999
3686;0.999999999
3688;0.999999999
3690;0.999999999
3692;0.999999999
3694;0.999999999
3696;0.999999999
3698;0.999999999
3700;0.999999999
3702;0.999999999
3704;0.999999999
3706;0.999999999
3708;0.999999999
3710;0.999999999
3712;0.999999998
3714;0.999999998
3716;0.999999998
3718;0.999999998
3720;0.999999998
3722;0.999999998
3724;0.999999998
3726;0.999999998
3728;0.999999998
3730;0.999999998
3732;0.999999998
3734;0.999999998
3736;0.999999998
3738;0.999999997
3740;0.999999997
3742;0.999999997
3744;0.999999997
3746;0.999999997
3748;0.999999997
3750;0.999999997
3752;0.999999997
3754;0.999999996
3756;0.999999996
3758;0.999999996
3760;0.999999996
3762;0.999999996
3764;0.999999996
3766;0.999999996
3768;0.999999995
3770;0.999999995
3772;0.999999995
3774;0.999999995
3776;0.999999995
3778;0.999999994
3780;0.999999994
3782;0.999999994
3784;0.999999994
3786;0.999999993
3788;0.999999993
3790;0.999999993
3792;0.999999992
3794;0.999999992
3796;0.999999992
3798;0.999999991
3800;0.999999991
3802;0.999999991
3804;0.99999999
3806;0.99999999
3808;0.99999999
3810;0.999999989
3812;0.999999989
3814;0.999999988
3816;0.999999988
3818;0.999999987
3820;0.999999987
3822;0.999999986
3824;0.999999986
3826;0.999999985
3828;0.999999984
3830;0.999999984
3832;0.999999983
3834;0.999999982
3836;0.999999982
3838;0.999999981
3840;0.99999998
3842;0.999999979
3844;0.999999978
3846;0.999999977
3848;0.999999976
3850;0.999999975
3852;0.999999974
3854;0.999999973
3856;0.999999972
3858;0.999999971
3860;0.99999997
3862;0.999999969
3864;0.999999968
3866;0.999999966
3868;0.999999965
3870;0.999999963
3872;0.999999962
3874;0.99999996
3876;0.999999958
3878;0.999999957
3880;0.999999955
3882;0.999999953
3884;0.999999951
3886;0.999999949
3888;0.999999947
3890;0.999999945
3892;0.999999943
3894;0.99999994
3896;0.999999938
3898;0.999999935
3900;0.999999932
3902;0.999999929
3904;0.999999926
3906;0.999999923
3908;0.99999992
3910;0.999999916
3912;0.999999913
3914;0.999999909
3916;0.999999906
3918;0.999999902
3920;0.999999898
3922;0.999999894
3924;0.99999989
3926;0.999999885
3928;0.99999988
3930;0.999999875
3932;0.99999987
3934;0.999999864
3936;0.999999858
3938;0.999999852
3940;0.999999846
3942;0.999999839
3944;0.999999833
3946;0.999999826
3948;0.999999819
3950;0.999999811
3952;0.999999804
3954;0.999999796
3956;0.999999788
3958;0.999999779
3960;0.999999769
3962;0.999999759
3964;0.999999749
3966;0.999999738
3968;0.999999726
3970;0.999999715
3972;0.999999703
3974;0.999999691
3976;0.999999678
3978;0.999999665
3980;0.999999651
3982;0.999999638
3984;0.999999623
3986;0.999999609
3988;0.999999591
3990;0.999999573
3992;0.999999554
3994;0.999999535
3996;0.999999515
3998;0.999999494
4000;0.999999472
4002;0.99999945
4004;0.999999427
4006;0.999999404
4008;0.99999938
4010;0.999999355
4012;0.999999329
4014;0.999999303
4016;0.999999276
4018;0.999999244
4020;0.99999921
4022;0.999999175
4024;0.999999139
4026;0.999999102
4028;0.999999063
4030;0.999999023
4032;0.999998982
4034;0.99999894
4036;0.999998896
4038;0.999998851
4040;0.999998805
4042;0.999998758
4044;0.999998709
4046;0.999998659
4048;0.999998599
4050;0.999998537
4052;0.999998473
4054;0.999998406
4056;0.999998337
4058;0.999998265
4060;0.999998192
4062;0.999998116
4064;0.999998037
4066;0.999997956
4068;0.999997873
4070;0.999997788
4072;0.9999977
4074;0.99999761
4076;0.999997517
4078;0.999997407
4080;0.999997292
4082;0.999997173
4084;0.999997049
4086;0.999996921
4088;0.999996789
4090;0.999996653
4092;0.999996512
4094;0.999996367
4096;0.999996218
4098;0.999996064
4100;0.999995906
4102;0.999995744
4104;0.999995578
4106;0.999995406
4108;0.999995202
4110;0.99999499
4112;0.99999477
4114;0.999994542
4116;0.999994306
4118;0.999994062
4120;0.99999381
4122;0.999993551
4124;0.999993283
4126;0.999993008
4128;0.999992724
4130;0.999992433
4132;0.999992133
4134;0.999991826
4136;0.99999151
4138;0.999991134
4140;0.999990743
4142;0.999990338
4144;0.999989918
4146;0.999989483
4148;0.999989034
4150;0.99998857
4152;0.999988092
4154;0.999987599
4156;0.999987092
4158;0.99998657
4160;0.999986033
4162;0.999985482
4164;0.999984917
4166;0.999984335
4168;0.999983657
4170;0.999982954
4172;0.999982225
4174;0.999981472
4176;0.999980693
4178;0.99997989
4180;0.999979062
4182;0.999978209
4184;0.99997733
4186;0.999976427
4188;0.999975499
4190;0.999974545
4192;0.999973567
4194;0.999972504
4196;0.999971348
4198;0.999970151
4200;0.999968912
4202;0.999967631
4204;0.999966309
4206;0.999964946
4208;0.999963541
4210;0.999962095
4212;0.999960607
4214;0.999959078
4216;0.999957508
4218;0.999955833
4220;0.999953992
4222;0.999952082
4224;0.999950104
4226;0.999948057
4228;0.999945942
4230;0.999943758
4232;0.999941506
4234;0.999939185
4236;0.999936796
4238;0.999934338
4240;0.999931811
4242;0.99992916
4244;0.999926214
4246;0.999923157
4248;0.99991999
4250;0.999916712
4252;0.999913325
4254;0.999909827
4256;0.999906219
4258;0.999902501
4260;0.999898673
4262;0.999894734
4264;0.999890685
4266;0.999886502
4268;0.999881845
4270;0.999877018
4272;0.999872023
4274;0.99986686
4276;0.999861527
4278;0.999856026
4280;0.999850357
4282;0.999844518
4284;0.999838511
4286;0.999832336
4288;0.999825922
4290;0.999818833
4292;0.999811482
4294;0.999803867
4296;0.999795989
4298;0.999787849
4300;0.999779445
4302;0.999770778
4304;0.999761848
4306;0.999752655
4308;0.999743199
4310;0.99973333
4312;0.999722505
4314;0.999711281
4316;0.999699657
4318;0.999687633
4320;0.999675209
4322;0.999662386
4324;0.999649163
4326;0.99963554
4328;0.999621518
4330;0.999607096
4332;0.999591971
4334;0.999575466
4336;0.999558356
4338;0.99954064
4340;0.999522318
4342;0.99950339
4344;0.999483857
4346;0.999463718
4348;0.999442974
4350;0.999421623
4352;0.999399667
4354;0.999376536
4356;0.999351427
4358;0.999325403
4360;0.999298465
4362;0.999270612
4364;0.999241846
4366;0.999212165
4368;0.99918157
4370;0.999150061
4372;0.999117638
4374;0.9990843
4376;0.999049146
4378;0.9990114
4380;0.998972334
4382;0.998931948
4384;0.998890242
4386;0.998847216
4388;0.99880287
4390;0.998757204
4392;0.998710219
4394;0.998661913
4396;0.99861053
4398;0.998555919
4400;0.998499374
4402;0.998440895
4404;0.998380483
4406;0.998318137
4408;0.998253857
4410;0.998187644
4412;0.998119497
4414;0.998049416
4416;0.997974313
4418;0.997895308
4420;0.997813544
4422;0.997729022
4424;0.997641741
4426;0.997551701
4428;0.997458903
4430;0.997363347
4432;0.997265031
4434;0.997163958
4436;0.997054762
4438;0.996940917
4440;0.99682316
4442;0.996701491
4444;0.996575909
4446;0.996446416
4448;0.996313011
4450;0.996175693
4452;0.996034464
4454;0.995889112
4456;0.995731374
4458;0.995568131
4460;0.995399381
4462;0.995225125
4464;0.995045362
4466;0.994860094
4468;0.994669319
4470;0.994473039
4472;0.994271252
4474;0.994061937
4476;0.993836932
4478;0.993604245
4480;0.993363874
4482;0.993115819
4484;0.992860082
4486;0.992596661
4488;0.992325557
4490;0.99204677
4492;0.991760299
4494;0.991461009
4496;0.991142259
4498;0.990812892
4500;0.990472908
4502;0.990122307
4504;0.989761089
4506;0.989389254
4508;0.989006801
4510;0.988613731
4512;0.988210045
4514;0.987785664
4516;0.987337767
4518;0.986875373
4520;0.986398483
4522;0.985907097
4524;0.985401215
4526;0.984880836
4528;0.984345961
4530;0.98379659
4532;0.983232722
4534;0.9826369
4536;0.98201344
4538;0.981370452
4540;0.980707936
4542;0.980025893
4544;0.979324321
4546;0.978603221
4548;0.977862594
4550;0.977102439
4552;0.976322755
4554;0.975495775
4556;0.974637357
4558;0.973753052
4560;0.97284286
4562;0.971906781
4564;0.970944816
4566;0.969956964
4568;0.968943225
4570;0.9679036
4572;0.966838087
4574;0.965705377
4576;0.964538117
4578;0.96333716
4580;0.962102505
4582;0.960834154
4584;0.959532106
4586;0.95819636
4588;0.956826918
4590;0.955423778
4592;0.953980657
4594;0.952458747
4596;0.950893894
4598;0.949286099
4600;0.947635362
4602;0.945941683
4604;0.944205061
4606;0.942425497
4608;0.94060299
4610;0.938737541
4612;0.936813502
4614;0.934802303
4616;0.932737688
4618;0.930619656
4620;0.928448207
4622;0.926223342
4624;0.92394506
4626;0.921613362
4628;0.919228247
4630;0.916789715
4632;0.914273918
4634;0.91166851
4636;0.908999464
4638;0.906266778
4640;0.903470455
4642;0.900610493
4644;0.897686892
4646;0.894699653
4648;0.891648776
4650;0.888503305
4652;0.885264437
4654;0.881950941
4656;0.878562816
4658;0.875100063
4660;0.871562682
4662;0.867950673
4664;0.864264035
4666;0.860502769
4668;0.85663403
4670;0.852670979
4672;0.84862403
4674;0.844493185
4676;0.840278442
4678;0.835979802
4680;0.831597265
4682;0.827130831
4684;0.822580499
4686;0.817915176
4688;0.813154948
4690;0.808303576
4692;0.80336106
4694;0.7983274
4696;0.793202597
4698;0.787986649
4700;0.782679558
4702;0.777280926
4704;0.771773018
4706;0.766170225
4708;0.760472547
4710;0.754679984
4712;0.748792535
4714;0.742810202
4716;0.736732983
4718;0.730560879
4720;0.72429439
4722;0.717935902
4724;0.711483195
4726;0.704936266
4728;0.698295118
4730;0.691559748
4732;0.684730159
4734;0.677806349
4736;0.670793049
4738;0.663708625
4740;0.656535925
4742;0.649274949
4744;0.641925698
4746;0.634488172
4748;0.62696237
4750;0.619348292
4752;0.611657311
4754;0.603925218
4756;0.59611728
4758;0.588233497
4760;0.580273868
4762;0.572238394
4764;0.564127075
4766;0.555939911
4768;0.547696992
4770;0.53945012
4772;0.531146819
4774;0.522787088
4776;0.514370928
4778;0.505898338
4780;0.497369319
4782;0.488783871
4784;0.480168442
4786;0.471579224
4788;0.462956467
4790;0.45430017
4792;0.445610334
4794;0.436886958
4796;0.428130042
4798;0.419350495
4800;0.410645492
4802;0.401935329
4804;0.393220006
4806;0.384499523
4808;0.375773881
4810;0.367043079
4812;0.358307117
4814;0.3496694
4816;0.341060629
4818;0.3324741
4820;0.323909812
4822;0.315367766
4824;0.306847961
4826;0.298399078
4828;0.290048265
4830;0.28174932
4832;0.273502243
4834;0.265307033
4836;0.257163692
4838;0.249073637
4840;0.241129905
4842;0.233263636
4844;0.225474832
4846;0.217763491
4848;0.210129614
4850;0.202588514
4852;0.195198869
4854;0.187911416
4856;0.180726154
4858;0.173643085
4860;0.166662207
4862;0.159806307
4864;0.153100548
4866;0.146515594
4868;0.140051446
4870;0.133708103
4872;0.127492192
4874;0.121439486
4876;0.115522535
4878;0.109741339
4880;0.104095898
4882;0.098586212
4884;0.093241142
4886;0.088043555
4888;0.082991747
4890;0.078085718
4892;0.073329043
4894;0.068734232
4896;0.064291583
4898;0.060001094
4900;0.055862766
4902;0.051881008
4904;0.048053148
4906;0.044379152
4908;0.040857808
4910;0.03748271
4912;0.034258059
4914;0.031183855
4916;0.028255075
4918;0.025463504
4920;0.022815791
4922;0.020311936
4924;0.017942365
4926;0.015711424
4928;0.013619642
4930;0.011654098
4932;0.009818173
4934;0.008113007
4936;0.006526728
4938;0.005065122
4940;0.003723959
4942;0.002490702
4944;0.001372468
4946;3.60E-04
4948;-5.47E-04
4950;-0.001354873
4952;-0.002071541
4954;-0.002694451
4956;-0.003231139
4958;-0.003678495
4960;-0.00405338
4962;-0.004349192
4964;-0.004573783
4966;-0.00472745
4968;-0.004815812
4970;-0.004845546
4972;-0.004817868
4974;-0.004751073
4976;-0.004637145
4978;-0.004498062
4980;-0.004325245
4982;-0.004127877
4984;-0.003906434
4986;-0.003662061
4988;-0.003397613
4990;-0.003112712
4992;-0.002812162
4994;-0.002493901
4996;-0.002167958
4998;-0.001830433
5000;-0.001490476
5002;-0.001148694
5004;-8.08E-04
5006;-4.72E-04
5008;-1.41E-04
5010;1.81E-04
5012;4.96E-04
5014;7.99E-04
5016;0.001092428
5018;0.001373181
5020;0.001641069
5022;0.00189499
5024;0.002133215
5026;0.002356073
5028;0.002560916
5030;0.002748936
5032;0.002918569
5034;0.003070421
5036;0.003204611
5038;0.003321151
5040;0.003420568
5042;0.003503453
5044;0.003569509
5046;0.00361894
5048;0.003651656
5050;0.003669009
5052;0.003670479
5054;0.003658366
5056;0.003632923
5058;0.003595432
5060;0.00354786
5062;0.003489695
5064;0.003423507
5066;0.003348142
5068;0.003265604
5070;0.003175134
5072;0.003078126
5074;0.002974757
5076;0.00286596
5078;0.002753155
5080;0.002636151
5082;0.002517594
5084;0.0023963
5086;0.002275068
5088;0.002152863
5090;0.0020312
5092;0.001910297
5094;0.001790646
5096;0.001673245
5098;0.00155788
5100;0.001446109
5102;0.001337237
5104;0.001232681
5106;0.00113193
5108;0.00103555
5110;9.44E-04
5112;8.56E-04
5114;7.74E-04
5116;6.96E-04
5118;6.23E-04
5120;5.55E-04
5122;4.92E-04
5124;4.34E-04
5126;3.81E-04
5128;3.33E-04
5130;2.90E-04
5132;2.52E-04
5134;2.19E-04
5136;1.89E-04
5138;1.64E-04
5140;1.43E-04
5142;1.25E-04
5144;1.11E-04
5146;1.00E-04
5148;9.22E-05
5150;8.68E-05
5152;8.40E-05
5154;8.30E-05
5156;8.42E-05
5158;8.63E-05
5160;8.96E-05
5162;9.37E-05
5164;9.82E-05
5166;1.03E-04
5168;1.08E-04
5170;1.14E-04
5172;1.19E-04
5174;1.24E-04
5176;1.30E-04
5178;1.35E-04
5180;1.39E-04
5182;1.43E-04
5184;1.47E-04
5186;1.50E-04
5188;1.53E-04
5190;1.54E-04
5192;1.55E-04
5194;1.56E-04
5196;1.56E-04
5198;1.55E-04
5200;1.54E-04
5202;1.52E-04
5204;1.50E-04
5206;1.47E-04
5208;1.44E-04
5210;1.40E-04
5212;1.36E-04
5214;1.32E-04
5216;1.27E-04
5218;1.23E-04
5220;1.18E-04
5222;1.13E-04
5224;1.08E-04
5226;1.02E-04
5228;9.72E-05
5230;9.21E-05
5232;8.71E-05
5234;8.22E-05
5236;7.75E-05
5238;7.29E-05
5240;6.86E-05
5242;6.44E-05
5244;6.04E-05
5246;5.66E-05
5248;5.31E-05
5250;4.97E-05
5252;4.67E-05
5254;4.38E-05
5256;4.12E-05
5258;3.89E-05
5260;3.67E-05
5262;3.48E-05
5264;3.31E-05
5266;3.15E-05
5268;3.02E-05
5270;2.90E-05
5272;2.79E-05
5274;2.70E-05
5276;2.61E-05
5278;2.54E-05
5280;2.47E-05
5282;2.41E-05
5284;2.35E-05
5286;2.29E-05
5288;2.24E-05
5290;2.19E-05
5292;2.14E-05
5294;2.09E-05
5296;2.04E-05
5298;2.00E-05
5300;1.95E-05
5302;1.90E-05
5304;1.85E-05
5306;1.81E-05
5308;1.76E-05
5310;1.71E-05
5312;1.66E-05
5314;1.61E-05
5316;1.55E-05
5318;1.50E-05
5320;1.45E-05
5322;1.40E-05
5324;1.35E-05
5326;1.30E-05
5328;1.25E-05
5330;1.20E-05
5332;1.15E-05
5334;1.10E-05
5336;1.05E-05
5338;1.01E-05
5340;9.63E-06
5342;9.20E-06
5344;8.78E-06
5346;8.38E-06
5348;8.00E-06
5350;7.64E-06
5352;7.29E-06
5354;6.96E-06
5356;6.64E-06
5358;6.35E-06
5360;6.06E-06
5362;5.80E-06
5364;5.54E-06
5366;5.30E-06
5368;5.08E-06
5370;4.87E-06
5372;4.67E-06
5374;4.49E-06
5376;4.31E-06
5378;4.14E-06
5380;3.99E-06
5382;3.85E-06
5384;3.70E-06
5386;3.57E-06
5388;3.45E-06
5390;3.33E-06
5392;3.22E-06
5394;3.11E-06
5396;3.00E-06
5398;2.90E-06
5400;2.81E-06
5402;2.71E-06
5404;2.62E-06
5406;2.53E-06
5408;2.45E-06
5410;2.36E-06
5412;2.28E-06
5414;2.20E-06
5416;2.12E-06
5418;2.04E-06
5420;1.97E-06
5422;1.89E-06
5424;1.82E-06
5426;1.75E-06
5428;1.68E-06
5430;1.62E-06
5432;1.55E-06
5434;1.49E-06
5436;1.43E-06
5438;1.37E-06
5440;1.32E-06
5442;1.26E-06
5444;1.21E-06
5446;1.16E-06
5448;1.11E-06
5450;1.07E-06
5452;1.03E-06
5454;9.85E-07
5456;9.45E-07
5458;9.07E-07
5460;8.72E-07
5462;8.38E-07
5464;8.05E-07
5466;7.74E-07
5468;7.45E-07
5470;7.17E-07
5472;6.91E-07
5474;6.65E-07
5476;6.40E-07
5478;6.17E-07
5480;5.95E-07
5482;5.73E-07
5484;5.52E-07
5486;5.32E-07
5488;5.13E-07
5490;4.95E-07
5492;4.76E-07
5494;4.59E-07
5496;4.42E-07
5498;4.26E-07
5500;4.10E-07
5502;3.94E-07
5504;3.79E-07
5506;3.64E-07
5508;3.50E-07
5510;3.37E-07
5512;3.23E-07
5514;3.10E-07
5516;2.98E-07
5518;2.86E-07
5520;2.74E-07
5522;2.63E-07
5524;2.52E-07
5526;2.42E-07
5528;2.32E-07
5530;2.23E-07
5532;2.13E-07
5534;2.05E-07
5536;1.96E-07
5538;1.88E-07
5540;1.81E-07
5542;1.73E-07
5544;1.67E-07
5546;1.60E-07
5548;1.54E-07
5550;1.47E-07
5552;1.42E-07
5554;1.36E-07
5556;1.31E-07
5558;1.26E-07
5560;1.21E-07
5562;1.17E-07
5564;1.12E-07
5566;1.08E-07
5568;1.04E-07
5570;9.98E-08
5572;9.60E-08
5574;9.23E-08
5576;8.88E-08
5578;8.54E-08
5580;8.22E-08
5582;7.90E-08
5584;7.59E-08
5586;7.29E-08
5588;7.01E-08
5590;6.74E-08
5592;6.47E-08
5594;6.21E-08
5596;5.96E-08
5598;5.73E-08
5600;5.50E-08
5602;5.27E-08
5604;5.06E-08
5606;4.86E-08
5608;4.66E-08
5610;4.47E-08
5612;4.29E-08
5614;4.11E-08
5616;3.95E-08
5618;3.79E-08
5620;3.63E-08
5622;3.49E-08
5624;3.35E-08
5626;3.21E-08
5628;3.08E-08
5630;2.96E-08
5632;2.84E-08
5634;2.73E-08
5636;2.62E-08
5638;2.52E-08
5640;2.42E-08
5642;2.32E-08
5644;2.23E-08
5646;2.15E-08
5648;2.06E-08
5650;1.98E-08
5652;1.90E-08
5654;1.83E-08
5656;1.76E-08
5658;1.69E-08
5660;1.62E-08
5662;1.56E-08
5664;1.50E-08
5666;1.44E-08
5668;1.38E-08
5670;1.33E-08
5672;1.27E-08
5674;1.22E-08
5676;1.17E-08
5678;1.13E-08
5680;1.08E-08
5682;1.04E-08
5684;9.97E-09
5686;9.57E-09
5688;9.19E-09
5690;8.82E-09
5692;8.47E-09
5694;8.13E-09
5696;7.81E-09
5698;7.50E-09
5700;7.20E-09
5702;6.92E-09
5704;6.64E-09
5706;6.38E-09
5708;6.13E-09
5710;5.89E-09
5712;5.65E-09
5714;5.43E-09
5716;5.22E-09
5718;5.01E-09
5720;4.82E-09
5722;4.63E-09
5724;4.45E-09
5726;4.27E-09
5728;4.11E-09
5730;3.94E-09
5732;3.79E-09
5734;3.64E-09
5736;3.50E-09
5738;3.36E-09
5740;3.23E-09
5742;3.10E-09
5744;2.98E-09
5746;2.86E-09
5748;2.75E-09
5750;2.64E-09
5752;2.53E-09
5754;2.43E-09
5756;2.33E-09
5758;2.24E-09
5760;2.15E-09
5762;2.07E-09
5764;1.98E-09
5766;1.90E-09
5768;1.83E-09
5770;1.76E-09
5772;1.69E-09
5774;1.62E-09
5776;1.55E-09
5778;1.49E-09
5780;1.43E-09
5782;1.38E-09
5784;1.32E-09
5786;1.27E-09
5788;1.22E-09
5790;1.17E-09
5792;1.12E-09
5794;1.08E-09
5796;1.04E-09
5798;9.97E-10
5800;9.57E-10
5802;9.19E-10
5804;8.83E-10
5806;8.49E-10
5808;8.15E-10
5810;7.83E-10
5812;7.52E-10
5814;7.23E-10
5816;6.94E-10
5818;6.66E-10
5820;6.40E-10
5822;6.15E-10
5824;5.91E-10
5826;5.67E-10
5828;5.45E-10
5830;5.23E-10
5832;5.03E-10
5834;4.83E-10
5836;4.63E-10
5838;4.45E-10
5840;4.27E-10
5842;4.10E-10
5844;3.94E-10
5846;3.78E-10
5848;3.63E-10
5850;3.49E-10
5852;3.35E-10
5854;3.22E-10
5856;3.09E-10
5858;2.97E-10
5860;2.85E-10
5862;2.74E-10
5864;2.63E-10
5866;2.53E-10
5868;2.43E-10
5870;2.33E-10
5872;2.24E-10
5874;2.15E-10
5876;2.06E-10
5878;1.98E-10
5880;1.90E-10
5882;1.83E-10
5884;1.76E-10
5886;1.69E-10
5888;1.62E-10
5890;1.56E-10
5892;1.49E-10
5894;1.44E-10
5896;1.38E-10
5898;1.32E-10
5900;1.27E-10
5902;1.22E-10
5904;1.17E-10
5906;1.13E-10
5908;1.08E-10
5910;1.04E-10
5912;9.98E-11
5914;9.58E-11
5916;9.20E-11
5918;8.84E-11
5920;8.49E-11
5922;8.15E-11
5924;7.83E-11
5926;7.52E-11
5928;7.22E-11
5930;6.94E-11
5932;6.66E-11
5934;6.40E-11
5936;6.15E-11
5938;5.90E-11
5940;5.67E-11
5942;5.45E-11
5944;5.23E-11
5946;5.02E-11
5948;4.83E-11
5950;4.64E-11
5952;4.45E-11
5954;4.28E-11
5956;4.11E-11
5958;3.95E-11
5960;3.79E-11
5962;3.64E-11
5964;3.50E-11
5966;3.36E-11
5968;3.23E-11
5970;3.10E-11
5972;2.98E-11
5974;2.86E-11
5976;2.75E-11
5978;2.64E-11
5980;2.53E-11
5982;2.43E-11
5984;2.34E-11
5986;2.25E-11
5988;2.16E-11
5990;2.07E-11
5992;1.99E-11
5994;1.92E-11
5996;1.84E-11
5998;1.77E-11
6000;1.70E-11
6002;1.63E-11
